0,4952
0,1625
0,0128
0,0224
0,0391
0,0586
0,1058
0,1108
0,1415
0,1655
0,1761
0,1991
0,2723
0,2807
0,3324
0,427
0,4528
0,5432
0,5429
0,6141
0,7067
0,7705
0,8715
0,9294
1,0239
1,0957
1,3705
1,125
1,1891
1,2619
1,398
1,3934
1,5937
1,6628
1,5807
1,6007
1,6996
1,8399
1,8922
1,9886
1,813
1,8997
1,9667
2,0947
1,9745
2,051
2,113
2,3715
2,2722
2,2984
2,3906
2,4168
2,3126
2,3603
2,3805
2,3095
2,4889
2,519
2,6709
2,5917
2,6008
2,699
2,7605
2,903
2,9132
3,0252
3,0731
3,0725
3,2972
3,3691
3,3947
3,465
3,5923
3,7436
3,8732
3,939
3,9113
4,0165
4,3567
4,6389
4,4248
4,5967
4,67
4,6798
4,9245
5,0746
5,1192
5,2182
5,3175
5,6423
5,5389
5,4958
5,861
7,374
6,203
6,3944
6,3594
6,8563
8,2432
6,6209
6,9242
7,13
8,6547
7,5806
7,6367
7,6149
8,2519
7,8442
8,0255
8,043
8,6276
8,5516
8,8424
8,9811
8,9664
9,2887
9,1121
9,5312
9,5624
9,8542
9,8658
10,0508
10,3205
10,5275
10,6518
10,8927
11,0982
11,1098
11,4261
12,1068
11,5418
12,5631
11,8996
12,311
12,5067
12,6113
12,9113
12,7451
13,2287
13,7778
14,4256
13,7548
14,0107
13,9299
14,6565
14,7555
15,0481
14,6793
15,1787
15,2785
15,8964
15,7449
15,7708
16,5301
16,3735
16,296
16,8132
17,1501
17,4148
17,8789
17,5672
17,9111
18,2551
19,544
19,0229
19,0202
18,9966
19,2775
19,517
19,5732
19,6876
20,1793
21,4213
20,5605
21,049
21,4939
21,1463
21,4984
21,69
22,292
22,7155
22,5933
23,0601
22,8787
23,6731
23,6276
23,9066
24,406
24,9203
24,3826
25,5702
25,1626
25,7815
26,1719
26,4723
26,4296
27,363
26,8763
26,9637
28,0628
