0,2551
0,1976
0,1919
0,3367
0,4689
0,4947
0,5898
0,6362
0,9017
0,8961
0,8849
1,3915
1,0576
1,4396
1,5477
1,5645
1,5863
1,6482
1,8355
1,7407
2,2998
3,4592
2,903
2,7961
2,3295
2,6473
2,5472
2,7594
3,4631
2,6491
2,5115
2,564
2,8847
3,139
2,8686
3,0244
3,1234
3,2927
3,1995
3,2697
3,4565
3,5743
4,0737
3,6156
3,7017
3,7298
4,3645
4,0919
4,0245
5,577
4,4501
4,298
5,3025
5,1494
4,6688
6,3851
5,0322
15,8415
5,8377
7,36
10,6937
6,3685
5,9268
8,6924
8,3216
6,5826
6,9975
6,5341
7,8558
7,229
7,6313
6,6286
7,7307
10,59
10,2518
12,466
9,861
9,0369
9,7797
8,5851
9,0322
9,1447
8,8992
9,9479
9,2545
9,7957
10,2735
9,6422
9,9832
10,4713
9,9097
10,3203
10,4798
10,2852
9,2124
9,206
9,0238
9,8393
9,5792
9,7277
9,8313
9,5278
9,7368
8,568
8,6583
9,0161
8,8441
9,1576
9,8532
9,9719
9,4642
9,2731
9,5217
9,4718
9,4233
9,4755
9,5749
10,2132
9,7912
9,8381
10,3337
10,1455
10,2113
10,9211
12,3614
10,5248
10,4886
10,9715
10,6296
10,9362
11,0197
11,1954
11,1157
11,0181
11,2895
11,3257
11,248
11,6989
11,464
11,5802
11,7183
11,9175
12,3067
12,1719
12,0063
12,6723
13,8875
16,0329
12,7567
15,441
15,9056
16,3007
15,7462
13,7831
16,5535
13,4317
13,8915
14,1085
14,4649
14,6788
21,0101
18,1967
19,6691
14,3606
14,3976
15,881
14,2712
14,1241
14,0122
14,6686
17,0994
17,2138
14,6046
14,5939
14,6621
14,6288
14,9233
14,9427
15,0873
15,2996
15,4594
15,5508
15,1849
15,1352
15,6677
15,9749
15,4194
15,5885
15,9256
17,7852
17,5465
16,5287
16,4684
16,6465
16,8115
16,6081
16,6522
16,621
16,72
16,7603
