14,8161
0,0916
0,0655
0,0441
0,0377
0,0375
0,0373
0,0373
0,0371
0,0377
0,037
0,0369
0,0369
0,0366
0,037
0,0371
0,0369
0,0368
0,0368
0,0369
0,0368
0,0381
0,037
0,0371
0,0369
0,0386
0,0369
0,039
0,0373
0,0543
0,6586
1,3699
1,7317
1,9499
1,8348
2,3569
3,8231
2,3152
2,8808
3,556
1,9897
1,6545
1,2585
1,2679
2,5137
0,7411
1,9603
1,4072
1,4116
1,478
1,0718
0,7345
0,8043
0,6936
0,8501
0,7701
0,6859
1,0431
2,146
1,9288
1,4291
0,8807
1,0306
1,2858
0,8814
0,8484
0,7719
0,8679
0,576
0,5032
0,4699
0,633
0,5888
0,5674
0,7435
3,3946
0,6593
0,6584
0,5882
0,5264
0,7601
0,7015
4,1431
1,4949
4,8852
4,1592
1,5473
1,6345
1,0228
0,5754
0,5576
0,6847
4,4092
3,6263
0,6269
0,6578
0,9244
0,6271
0,5659
0,5638
0,5122
0,6243
0,5491
0,695
1,1425
1,0149
0,8568
1,3252
4,0005
1,0068
0,5973
1,985
5,2204
0,3548
0,1482
4,176
2,508
0,7214
0,7763
0,543
0,5259
0,6169
0,7106
0,6519
3,8022
2,215
3,5132
0,8602
0,838
0,8353
1,3542
1,1024
1,0109
0,816
1,3996
0,8063
0,89
1,9905
0,9128
0,8078
1,2115
0,6159
0,9019
0,7771
0,8917
0,6337
0,8355
0,8903
0,8442
0,5494
0,5314
0,5195
0,6956
0,089
0,822
2,3404
0,5422
0,5354
0,6429
0,5069
0,4939
0,5047
0,4855
0,5147
0,4952
0,507
0,5479
0,8588
0,5889
0,5572
0,5055
0,4903
0,487
0,4535
0,5273
0,45
0,4684
0,4838
0,5785
0,534
3,5408
0,7177
0,4938
0,566
1,0437
0,9842
0,563
0,5591
1,3208
1,0461
0,879
0,9451
0,5221
0,7906
0,0878
0,7238
0,4939
2,0885
5,138
0,5957
0,4967
0,68
0,6121
0,5692
0,5335
0,846
0,7225
0,5593
0,4694
0,5147
0,4793
0,4494
0,4619
0,5395
2,1099
0,5471
0,5099
0,6023
0,6992
0,9654
0,8704
3,3564
1,2484
1,1426
0,6276
0,544
0,5094
0,5622
0,5661
0,0624
0,6183
2,6627
0,631
1,2838
0,9043
0,6385
0,7009
0,5011
0,5853
0,8181
0,5956
0,6907
0,796
0,6664
0,5676
0,7133
0,6459
0,5448
0,6238
0,806
2,9694
0,7911
0,7543
1,2096
0,619
0,6046
0,8431
0,4871
0,4873
0,5265
2,8262
0,5292
0,5009
0,4696
0,5282
3,4231
1,5991
0,8449
0,6424
0,5253
0,7706
0,6931
0,5963
0,5703
0,588
0,5833
0,5677
0,5108
0,5188
0,4994
0,5934
0,5101
0,484
0,5493
1,1438
2,7618
2,7807
2,1846
1,8818
0,6242
0,5219
0,479
0,5459
0,4934
0,4705
0,5412
0,4878
0,421
0,4618
0,5484
0,4945
0,6047
1,5409
2,3361
0,747
0,5687
0,5251
0,4798
0,4701
0,9861
0,6463
0,7686
2,1514
0,1058
0,805
0,5786
0,5606
0,9167
1,3672
5,8118
0,5998
0,6153
0,6997
0,8639
0,9376
0,4884
1,0645
0,9877
1,0523
0,6826
0,9385
2,8616
0,6423
0,6425
0,6752
0,9544
1,8988
0,6242
0,6021
1,0679
0,989
1,8143
0,6387
2,801
0,3224
2,6754
0,6782
2,0848
2,0273
0,9158
1,3725
1,0446
0,6834
1,0791
2,2576
1,5976
0,321
1,6268
0,2621
2,0504
1,2137
1,0575
1,379
0,9355
0,8596
0,7154
0,6133
2,0286
0,8751
3,3604
0,9472
1,184
0,2674
0,9343
0,8956
0,1201
0,3804
0,7939
1,2501
0,1916
2,0539
5,9429
3,422
1,561
0,6998
3,3657
0,1321
3,2475
1,1873
1,0764
0,9892
0,8491
0,8667
0,9377
1,0423
0,7876
3,9395
0,2476
0,7946
0,7536
0,9043
1,806
3,8621
0,1445
1,1355
0,9943
0,707
0,8686
1,6918
0,8974
1,5584
0,6985
0,5669
0,6202
